"time","actor1","actor2","end_date","outcome","highact","hihost","fatlev"
1997-05-25,"CAN","USA",1997-05-28,"Released","Seizure",4,"None"
1997-05-27,"GUI","SIE",1998-03-10,"Ongoing","Occupation of territory",4,"None"
1997-05-27,"GUI","SIE",1998-03-10,"Win A","Occupation of territory",4,"None"
1997-05-27,"GHA","SIE",1997-06-05,"Statlemate","Occupation of territory",4,"None"
1997-05-27,"NIG","SIE",1998-03-02,"Ongoing","Clash",4,"None"
1997-05-27,"NIG","SIE",1998-03-02,"Win A","Clash",4,"None"
1997-06-27,"CRO","YUG",1997-06-29,"Statlemate","Alert",3,"None"
1997-08-15,"THI","CAM",1998-05-02,"Ongoing","Clash",4,"None"
1997-08-15,"THI","CAM",1998-05-02,"Statlemate","Clash",4,"0-25"
1997-08-15,"USA","RUS",1997-08-31,"Statlemate","Seizure",4,"None"
1997-09-17,"GRC","ALB",1997-09-17,"Compromise","Raid",4,"None"
1997-09-29,"IRN","IRQ",1998-04-30,"Ongoing","Raid",4,"None"
1997-09-29,"IRN","IRQ",1998-04-30,"Statlemate","Raid",4,"None"
1997-10-03,"USA","IRN",1997-10-03,"Yield B","Show of troops",3,"None"
1997-10-07,"USA","IRQ",2003-05-02,"Ongoing","Clash",4,"None"
1997-10-07,"USA","IRQ",2003-05-02,"Ongoing","Clash",4,"None"
1997-10-07,"USA","IRQ",2003-05-02,"Ongoing","Clash",4,"None"
1997-10-07,"USA","IRQ",2003-05-02,"Ongoing","Clash",4,"None"
1997-10-07,"USA","IRQ",2003-05-02,"Ongoing","Clash",4,"None"
1997-10-07,"USA","IRQ",2003-05-02,"Ongoing","Clash",4,"None"
1997-10-07,"USA","IRQ",2003-05-02,"Win A","Begin Interstate War",5,"1,000+"
1997-10-08,"DRC","CON",1997-10-08,"Statlemate","Raid",4,"None"
1997-10-10,"GRC","TUR",1998-07-29,"Ongoing","Clash",4,"None"
1997-10-10,"GRC","TUR",1998-07-29,"Statlemate","Clash",4,"None"
1997-10-11,"ANG","CON",1997-10-15,"Win A","Clash",4,"None"
1997-10-25,"PRK","CHN",1997-10-25,"Unclear","Clash",4,"None"
1997-11-04,"KUW","IRQ",1999-10-22,"Ongoing","Fortify border",3,"None"
1997-11-04,"KUW","IRQ",1999-10-22,"Ongoing","Fortify border",3,"None"
1997-11-04,"KUW","IRQ",1999-10-22,"Statlemate","Fortify border",3,"None"
1997-11-14,"UKG","IRQ",2003-05-02,"Ongoing","Clash",4,"None"
1997-11-14,"UKG","IRQ",2003-05-02,"Ongoing","Clash",4,"None"
1997-11-14,"UKG","IRQ",2003-05-02,"Ongoing","Clash",4,"None"
1997-11-14,"UKG","IRQ",2003-05-02,"Ongoing","Clash",4,"None"
1997-11-14,"UKG","IRQ",2003-05-02,"Ongoing","Clash",4,"None"
1997-11-14,"UKG","IRQ",2003-05-02,"Ongoing","Clash",4,"None"
1997-11-14,"UKG","IRQ",2003-05-02,"Win A","Begin Interstate War",5,"1,000+"
1997-12-07,"SUD","UGA",1997-12-09,"Statlemate","Border violation",3,"None"
1998-02-01,"ALB","YUG",1999-06-10,"Ongoing","Clash",4,"None"
1998-02-01,"ALB","YUG",1999-06-10,"Win A","Clash",4,"None"
1998-02-01,"NIG","LBR",1998-02-28,"Unclear","Border violation",3,"None"
1998-05-03,"USA","YUG",1999-06-10,"Ongoing","Raid",4,"None"
1998-05-03,"USA","YUG",1999-06-10,"Win A","Begin Interstate War",5,"1,000+"
1998-05-03,"UKG","YUG",1999-06-10,"Ongoing","Raid",4,"None"
1998-05-03,"UKG","YUG",1999-06-10,"Win A","Raid",4,"501-999"
1998-05-06,"ERI","ETH",2000-06-18,"Ongoing","Begin Interstate War",5,"None"
1998-05-06,"ERI","ETH",2000-06-18,"Ongoing","Begin Interstate War",5,"None"
1998-05-06,"ERI","ETH",2000-06-18,"Compromise","Begin Interstate War",5,"1,000+"
1998-06-11,"CAN","YUG",1999-06-10,"Ongoing","Raid",4,"None"
1998-06-11,"CAN","YUG",1999-06-10,"Win A","Raid",4,"501-999"
1998-06-11,"NTH","YUG",1999-06-10,"Ongoing","Raid",4,"None"
1998-06-11,"NTH","YUG",1999-06-10,"Win A","Raid",4,"501-999"
1998-06-11,"BEL","YUG",1999-06-10,"Ongoing","Raid",4,"None"
1998-06-11,"BEL","YUG",1999-06-10,"Win A","Raid",4,"501-999"
1998-06-11,"LUX","YUG",1999-03-20,"Ongoing","Alert",3,"None"
1998-06-11,"LUX","YUG",1999-03-20,"Win A","Alert",3,"None"
1998-06-11,"FRN","YUG",1999-06-10,"Ongoing","Raid",4,"None"
1998-06-11,"FRN","YUG",1999-06-10,"Win A","Raid",4,"501-999"
1998-06-11,"SPN","YUG",1999-06-10,"Ongoing","Raid",4,"None"
1998-06-11,"SPN","YUG",1999-06-10,"Win A","Raid",4,"None"
1998-06-11,"POR","YUG",1999-06-10,"Ongoing","Raid",4,"None"
1998-06-11,"POR","YUG",1999-06-10,"Win A","Raid",4,"None"
1998-06-11,"GMY","YUG",1999-06-10,"Ongoing","Raid",4,"None"
1998-06-11,"GMY","YUG",1999-06-10,"Win A","Raid",4,"None"
1998-06-11,"ITA","YUG",1999-06-10,"Ongoing","Raid",4,"None"
1998-06-11,"ITA","YUG",1999-06-10,"Win A","Raid",4,"None"
1998-06-11,"GRC","YUG",1999-06-10,"Ongoing","Alert",3,"None"
1998-06-11,"GRC","YUG",1999-06-10,"Win A","Alert",3,"None"
1998-06-11,"NOR","YUG",1999-06-10,"Ongoing","Raid",4,"None"
1998-06-11,"NOR","YUG",1999-06-10,"Win A","Raid",4,"None"
1998-06-11,"DEN","YUG",1999-06-10,"Ongoing","Raid",4,"None"
1998-06-11,"DEN","YUG",1999-06-10,"Win A","Raid",4,"None"
1998-06-11,"TUR","YUG",1999-06-10,"Ongoing","Raid",4,"None"
1998-06-11,"TUR","YUG",1999-06-10,"Win A","Raid",4,"None"
1998-07-01,"ECU","PER",1998-08-01,"Compromise","Occupation of territory",4,"None"
1998-07-12,"NOR","RUS",1998-07-17,"Unclear","Clash",4,"None"
1998-07-16,"NIC","COS",1998-08-31,"Statlemate","Fortify border",3,"None"
1998-08-01,"PHI","CHN",2000-02-28,"Ongoing","Seizure",4,"None"
1998-08-01,"PHI","CHN",2000-02-28,"Ongoing","Seizure",4,"None"
1998-08-01,"PHI","CHN",2000-02-28,"Compromise","Seizure",4,"None"
1998-08-01,"PHI","DRV",1998-08-31,"Statlemate","Show of troops",3,"None"
1998-08-01,"ANG","UGA",2001-09-30,"Statlemate","Begin Interstate War",5,"1,000+"
1998-08-01,"ANG","UGA",2001-09-30,"Statlemate","Begin Interstate War",5,"1,000+"
1998-08-01,"ANG","UGA",2001-09-30,"Statlemate","Begin Interstate War",5,"1,000+"
1998-08-01,"ANG","UGA",2001-09-30,"Statlemate","Begin Interstate War",5,"1,000+"
1998-08-02,"DRC","RWA",2001-06-30,"Ongoing","Begin Interstate War",5,"None"
1998-08-02,"DRC","RWA",2001-06-30,"Ongoing","Begin Interstate War",5,"None"
1998-08-02,"DRC","RWA",2001-06-30,"Ongoing","Begin Interstate War",5,"None"
1998-08-02,"DRC","RWA",2001-06-30,"Statlemate","Begin Interstate War",5,"1,000+"
1998-08-07,"DRC","UGA",2001-06-30,"Ongoing","Begin Interstate War",5,"None"
1998-08-07,"DRC","UGA",2001-06-30,"Ongoing","Begin Interstate War",5,"None"
1998-08-07,"DRC","UGA",2001-06-30,"Ongoing","Begin Interstate War",5,"None"
1998-08-07,"DRC","UGA",2001-06-30,"Statlemate","Begin Interstate War",5,"1,000+"
1998-08-08,"AFG","IRN",1998-10-08,"Statlemate","Clash",4,"None"
1998-08-11,"RUS","AFG",1998-08-31,"Statlemate","Fortify border",3,"None"
1998-08-11,"TAJ","AFG",1998-08-31,"Statlemate","Fortify border",3,"None"
1998-08-17,"RUS","YUG",1998-08-26,"Unclear","Show of troops",3,"None"
1998-08-17,"LIT","YUG",1998-08-26,"Unclear","Show of troops",3,"None"
1998-08-19,"ANG","RWA",2001-09-30,"Statlemate","Begin Interstate War",5,"1,000+"
1998-08-19,"ANG","RWA",2001-09-30,"Statlemate","Begin Interstate War",5,"1,000+"
1998-08-19,"ANG","RWA",2001-09-30,"Statlemate","Begin Interstate War",5,"1,000+"
1998-08-19,"ANG","RWA",2001-09-30,"Statlemate","Begin Interstate War",5,"1,000+"
1998-08-20,"USA","SUD",1998-08-20,"Statlemate","Raid",4,"None"
1998-08-20,"USA","AFG",1998-08-20,"Statlemate","Raid",4,"26-100"
1998-08-23,"ZIM","UGA",2001-06-30,"Ongoing","Begin Interstate War",5,"None"
1998-08-23,"ZIM","UGA",2001-06-30,"Ongoing","Begin Interstate War",5,"None"
1998-08-23,"ZIM","UGA",2001-06-30,"Ongoing","Begin Interstate War",5,"None"
1998-08-23,"ZIM","UGA",2001-06-30,"Statlemate","Begin Interstate War",5,"1,000+"
1998-08-23,"ZIM","RWA",2001-06-30,"Ongoing","Begin Interstate War",5,"None"
1998-08-23,"ZIM","RWA",2001-06-30,"Ongoing","Begin Interstate War",5,"None"
1998-08-23,"ZIM","RWA",2001-06-30,"Ongoing","Begin Interstate War",5,"None"
1998-08-23,"ZIM","RWA",2001-06-30,"Statlemate","Begin Interstate War",5,"1,000+"
1998-08-31,"UZB","AFG",1998-08-31,"Statlemate","Fortify border",3,"None"
1998-09-01,"USA","LBR",1998-11-30,"Unclear","Show of troops",3,"None"
1998-09-01,"DRV","CHN",1998-09-30,"Statlemate","Show of troops",3,"None"
1998-09-28,"SUD","UGA",1999-04-30,"Ongoing","Raid",4,"None"
1998-09-28,"SUD","UGA",1999-04-30,"Statlemate","Raid",4,"None"
1998-09-29,"CHA","UGA",1999-04-30,"Ongoing","Join interstate war",5,"None"
1998-09-29,"CHA","UGA",1999-04-30,"Statlemate","Join interstate war",5,"Missing (knon fatalities"
1998-09-29,"CHA","RWA",1999-04-30,"Ongoing","Mobilization",5,"None"
1998-09-29,"CHA","RWA",1999-04-30,"Statlemate","Mobilization",5,"Missing (knon fatalities"
1998-10-01,"TUR","SYR",1998-10-31,"Win A","Show of troops",3,"None"
1998-12-17,"ISR","IRQ",1998-12-20,"Statlemate","Mobilization",3,"None"
1999-01-11,"KUW","IRQ",1999-01-14,"Statlemate","Alert",3,"None"
1999-01-12,"MYA","THI",1999-01-12,"Statlemate","Clash",4,"0-25"
1999-01-16,"ETH","KEN",1999-01-16,"Compromise","Clash",4,"0-25"
1999-01-21,"IRQ","KUW",1999-01-21,"Statlemate","Show of troops",3,"None"
1999-02-10,"CHN","TAW",2000-04-30,"Ongoing","Border violation",3,"None"
1999-02-10,"CHN","TAW",2000-04-30,"Statlemate","Border violation",3,"None"
1999-02-15,"JPN","ROK",1999-02-19,"Released","Seizure",4,"None"
1999-02-15,"TUR","IRQ",1999-02-15,"Statlemate","Threat to use force",2,"None"
1999-02-15,"SAU","IRQ",2001-08-24,"Ongoing","Clash",4,"None"
1999-02-15,"SAU","IRQ",2001-08-24,"Ongoing","Clash",4,"None"
1999-02-15,"SAU","IRQ",2001-08-24,"Statlemate","Clash",4,"0-25"
1999-03-09,"POL","YUG",1999-03-20,"Win A","Show of troops",3,"None"
1999-03-09,"HUN","YUG",1999-03-20,"Win A","Show of troops",3,"None"
1999-03-12,"TUR","GRC",1999-05-06,"Statlemate","Border violation",3,"None"
1999-03-21,"PRK","JPN",1999-03-24,"Statlemate","Border violation",3,"None"
1999-04-08,"RUS","USA",1999-04-19,"Statlemate","Alert",3,"None"
1999-04-08,"RUS","CAN",1999-04-19,"Statlemate","Alert",3,"None"
1999-04-08,"RUS","UKG",1999-04-19,"Statlemate","Alert",3,"None"
1999-04-08,"RUS","NTH",1999-04-19,"Statlemate","Alert",3,"None"
1999-04-08,"RUS","BEL",1999-04-19,"Statlemate","Alert",3,"None"
1999-04-08,"RUS","FRN",1999-04-19,"Statlemate","Alert",3,"None"
1999-04-08,"RUS","SPN",1999-04-19,"Statlemate","Alert",3,"None"
1999-04-08,"RUS","POR",1999-04-19,"Statlemate","Alert",3,"None"
1999-04-08,"RUS","GMY",1999-04-19,"Statlemate","Alert",3,"None"
1999-04-08,"RUS","ITA",1999-04-19,"Statlemate","Alert",3,"None"
1999-04-08,"RUS","NOR",1999-04-19,"Statlemate","Alert",3,"None"
1999-04-08,"RUS","DEN",1999-04-19,"Statlemate","Alert",3,"None"
1999-04-08,"RUS","TUR",1999-04-19,"Statlemate","Alert",3,"None"
1999-04-09,"SIE","LBR",1999-10-30,"Unclear","Fortify border",3,"None"
1999-04-09,"NIG","LBR",1999-04-09,"Unclear","Show of Ships",3,"None"
1999-04-15,"RUS","TUR",1999-04-30,"Statlemate","Show of troops",3,"None"
1999-05-14,"CHN","JPN",1999-07-15,"Statlemate","Show of troops",3,"None"
1999-05-16,"IRN","AFG",1999-05-16,"Statlemate","Raid",4,"None"
1999-06-10,"IRN","IRQ",1999-06-10,"Statlemate","Raid",4,"None"
1999-06-11,"UKG","RUS",1999-06-11,"Yield A","Alert",3,"None"
1999-06-16,"USA","PRK",1999-07-18,"Statlemate","Show of troops",3,"None"
1999-06-24,"NOR","RUS",1999-06-24,"Statlemate","Show of troops",3,"None"
1999-07-18,"ROK","PRK",1999-07-18,"Statlemate","Show of troops",3,"None"
1999-07-18,"IND","PAK",2000-10-28,"Ongoing","Clash",4,"None"
1999-07-18,"IND","PAK",2000-10-28,"Statlemate","Clash",4,"None"
1999-07-18,"TUR","IRN",1999-07-18,"Statlemate","Raid",4,"None"
1999-07-30,"CHN","USA",2000-03-31,"Ongoing","Show of troops",3,"None"
1999-07-30,"CHN","USA",2000-03-31,"Statlemate","Show of troops",3,"None"
1999-08-13,"GUI","LBR",1999-08-16,"Compromise","Alert",3,"None"
1999-08-13,"JPN","PRK",1999-08-16,"Released","Alert",3,"None"
1999-08-14,"UGA","RWA",1999-08-18,"Statlemate","Clash",4,"None"
1999-08-15,"UZB","TAJ",1999-10-03,"Statlemate","Raid",4,"None"
1999-09-12,"AUL","INS",1999-09-26,"Statlemate","Alert",3,"None"
1999-09-24,"RUS","AFG",2001-03-29,"Ongoing","Clash",4,"None"
1999-09-24,"RUS","AFG",2001-03-29,"Ongoing","Clash",4,"None"
1999-09-24,"RUS","AFG",2001-03-29,"Statlemate","Clash",4,"0-25"
1999-09-29,"TUR","IRQ",1999-09-29,"Statlemate","Occupation of territory",4,"None"
1999-10-22,"NTH","IRQ",1999-10-22,"Statlemate","Show of troops",3,"None"
1999-10-22,"FRN","IRQ",1999-10-22,"Statlemate","Show of troops",3,"None"
1999-10-22,"GMY","IRQ",1999-10-22,"Statlemate","Show of troops",3,"None"
1999-10-22,"ITA","IRQ",1999-10-22,"Statlemate","Show of troops",3,"None"
1999-10-22,"GRC","IRQ",1999-10-22,"Statlemate","Show of troops",3,"None"
1999-10-22,"EGY","IRQ",1999-10-22,"Statlemate","Show of troops",3,"None"
1999-10-22,"JOR","IRQ",1999-10-22,"Statlemate","Show of troops",3,"None"
1999-10-22,"UAE","IRQ",1999-10-22,"Statlemate","Show of troops",3,"None"
1999-10-29,"UZB","KYR",1999-10-31,"Statlemate","Occupation of territory",4,"None"
1999-10-30,"DRV","PHI",1999-10-30,"Statlemate","Raid",4,"None"
1999-12-01,"NIC","HON",2000-07-31,"Ongoing","Occupation of territory",4,"None"
1999-12-01,"NIC","HON",2000-07-31,"Statlemate","Occupation of territory",4,"None"
2000-02-02,"USA","RUS",2000-04-30,"Released","Seizure",4,"None"
2000-02-09,"GRC","TUR",2000-10-21,"Statlemate","Border violation",3,"None"
2000-02-19,"HON","NIC",2000-02-25,"Compromise","Clash",4,"None"
2000-02-21,"USA","YUG",2000-11-28,"Yield A","Show of troops",3,"None"
2000-02-21,"CAN","YUG",2000-11-28,"Yield A","Threat to use force",2,"None"
2000-02-21,"UKG","YUG",2000-11-28,"Yield A","Threat to use force",2,"None"
2000-02-21,"NTH","YUG",2000-11-28,"Yield A","Show of troops",3,"None"
2000-02-21,"BEL","YUG",2000-11-28,"Yield A","Threat to use force",2,"None"
2000-02-21,"LUX","YUG",2000-11-28,"Yield A","Threat to use force",2,"None"
2000-02-21,"FRN","YUG",2000-11-28,"Yield A","Threat to use force",2,"None"
2000-02-21,"SPN","YUG",2000-11-28,"Yield A","Threat to use force",2,"None"
2000-02-21,"POR","YUG",2000-11-28,"Yield A","Threat to use force",2,"None"
2000-02-21,"GMY","YUG",2000-11-28,"Yield A","Threat to use force",2,"None"
2000-02-21,"POL","YUG",2000-11-28,"Yield A","Show of troops",3,"None"
2000-02-21,"HUN","YUG",2000-11-28,"Yield A","Threat to use force",2,"None"
2000-02-21,"ITA","YUG",2000-11-28,"Yield A","Show of troops",3,"None"
2000-02-21,"GRC","YUG",2000-11-28,"Yield B","Threat to use force",2,"None"
2000-02-21,"NOR","YUG",2000-11-28,"Yield B","Threat to use force",2,"None"
2000-02-21,"DEN","YUG",2000-11-28,"Yield B","Threat to use force",2,"None"
2000-02-21,"TUR","YUG",2000-11-28,"Yield B","Threat to use force",2,"None"
2000-03-23,"PRK","USA",2000-03-23,"Statlemate","Threat to use force",2,"None"
2000-03-23,"PRK","ROK",2000-03-23,"Statlemate","Threat to use force",2,"None"
2000-03-27,"ARG","YUG",2000-11-28,"Yield A","Show of troops",3,"None"
2000-03-27,"ROM","YUG",2000-11-28,"Yield B","Show of troops",3,"None"
2000-04-21,"RUS","JPN",2000-04-21,"Statlemate","Raid",4,"None"
2000-05-05,"UGA","RWA",2000-06-11,"Statlemate","Clash",4,"None"
2000-05-30,"UZB","AFG",2000-06-06,"Statlemate","Clash",4,"0-25"
2000-06-18,"TUR","RUS",2000-09-13,"Statlemate","Clash",4,"0-25"
2000-07-01,"LIB","GUI",2001-05-25,"Ongoing","Raid",4,"None"
2000-07-01,"LIB","GUI",2001-05-25,"Compromise","Raid",4,"0-25"
2000-07-25,"TUR","IRQ",2001-01-31,"Ongoing","Raid",4,"None"
2000-07-25,"TUR","IRQ",2001-01-31,"Statlemate","Raid",4,"None"
2000-07-31,"YUG","CAN",2000-10-06,"Released","Seizure",4,"None"
2000-07-31,"YUG","UKG",2000-10-06,"Released","Seizure",4,"None"
2000-08-05,"YUG","CRO",2000-09-30,"Statlemate","Seizure",4,"None"
2000-08-08,"ALB","YUG",2000-08-08,"Statlemate","Fortify border",3,"None"
2000-08-10,"KUW","IRQ",2000-08-10,"Statlemate","Fortify border",3,"None"
2000-09-26,"YUG","USA",2000-09-30,"Statlemate","Seizure",4,"None"
2000-10-13,"VEN","COL",2000-11-23,"Statlemate","Raid",4,"None"
2000-10-17,"RUS","USA",2000-11-09,"Statlemate","Show of troops",3,"None"
2000-10-21,"USA","VEN",2000-10-21,"Statlemate","Border violation",3,"None"
2000-11-01,"RUS","USA",2000-12-31,"Statlemate","Alert",3,"None"
2000-11-01,"RUS","CAN",2000-12-31,"Statlemate","Alert",3,"None"
2000-11-24,"YUG","USA",2000-11-27,"Yield B","Show of troops",3,"None"
2000-11-24,"YUG","CAN",2000-11-27,"Yield B","Show of troops",3,"None"
2000-11-24,"YUG","ARG",2000-11-27,"Yield B","Show of troops",3,"None"
2000-11-24,"YUG","UKG",2000-11-27,"Yield B","Show of troops",3,"None"
2000-11-24,"YUG","NTH",2000-11-27,"Yield B","Show of troops",3,"None"
2000-11-24,"YUG","BEL",2000-11-27,"Yield B","Show of troops",3,"None"
2000-11-24,"YUG","LUX",2000-11-27,"Yield B","Show of troops",3,"None"
2000-11-24,"YUG","FRN",2000-11-27,"Yield B","Show of troops",3,"None"
2000-11-24,"YUG","SPN",2000-11-27,"Yield B","Show of troops",3,"None"
2000-11-24,"YUG","POR",2000-11-27,"Yield B","Show of troops",3,"None"
2000-11-24,"YUG","GMY",2000-11-27,"Yield B","Show of troops",3,"None"
2000-11-24,"YUG","POL",2000-11-27,"Yield B","Show of troops",3,"None"
2000-11-24,"YUG","AUS",2000-11-27,"Yield B","Show of troops",3,"None"
2000-11-24,"YUG","HUN",2000-11-27,"Yield B","Show of troops",3,"None"
2000-11-24,"YUG","ITA",2000-11-27,"Yield B","Show of troops",3,"None"
2000-11-24,"YUG","GRC",2000-11-27,"Yield A","Show of troops",3,"None"
2000-11-24,"YUG","BUL",2000-11-27,"Yield A","Show of troops",3,"None"
2000-11-24,"YUG","RUS",2000-11-27,"Yield A","Show of troops",3,"None"
2000-11-24,"YUG","EST",2000-11-27,"Yield A","Show of troops",3,"None"
2000-11-24,"YUG","LIT",2000-11-27,"Yield A","Show of troops",3,"None"
2000-11-24,"YUG","FIN",2000-11-27,"Yield A","Show of troops",3,"None"
2000-11-24,"YUG","NOR",2000-11-27,"Yield A","Show of troops",3,"None"
2000-11-24,"YUG","DEN",2000-11-27,"Yield A","Show of troops",3,"None"
2000-11-24,"YUG","MOR",2000-11-27,"Yield A","Show of troops",3,"None"
2000-11-24,"YUG","TUR",2000-11-27,"Yield A","Show of troops",3,"None"
2000-11-24,"YUG","JOR",2000-11-27,"Yield A","Show of troops",3,"None"
2000-11-24,"YUG","UAE",2000-11-27,"Yield A","Show of troops",3,"None"
2001-01-07,"ANG","ZAM",2001-11-21,"Unclear","Raid",4,"0-25"
2001-01-26,"GUI","SIE",2001-06-04,"Statlemate","Raid",4,"None"
2001-01-31,"GRC","TUR",2001-01-31,"Statlemate","Show of troops",3,"None"
2001-02-01,"HON","NIC",2001-03-31,"Compromise","Fortify border",3,"None"
2001-02-10,"MYA","THI",2001-04-29,"Statlemate","Clash",4,"26-100"
2001-02-14,"NOR","RUS",2001-02-14,"Statlemate","Show of troops",3,"None"
2001-02-14,"RUS","JPN",2001-04-11,"Statlemate","Border violation",3,"None"
2001-02-24,"KUW","IRQ",2003-03-18,"Ongoing","Fortify border",3,"None"
2001-02-24,"KUW","IRQ",2003-03-18,"Ongoing","Fortify border",3,"None"
2001-02-24,"KUW","IRQ",2003-03-18,"Statlemate","Fortify border",3,"None"
2001-03-23,"CHN","USA",2001-03-23,"Statlemate","Show of troops",3,"None"
2001-03-26,"UGA","RWA",2001-10-30,"Statlemate","Fortify border",3,"None"
2001-03-27,"CHN","TAW",2001-08-31,"Statlemate","Show of troops",3,"None"
2001-04-01,"CHN","USA",2001-04-05,"Released","Seizure",4,"0-25"
2001-04-17,"CHN","AUS",2001-04-17,"Statlemate","Show of troops",3,"None"
2001-04-17,"CHN","AUL",2001-04-17,"Statlemate","Show of troops",3,"None"
2001-04-25,"CHN","USA",2001-08-17,"Statlemate","Show of troops",3,"None"
2001-04-29,"IND","BNG",2001-04-30,"Unclear","Fortify border",3,"None"
2001-05-01,"CHN","PHI",2001-05-31,"Statlemate","Show of troops",3,"None"
2001-05-01,"SIE","LBR",2001-06-18,"Released","Seizure",4,"None"
2001-06-02,"PRK","ROK",2004-11-10,"Ongoing","Clash",4,"None"
2001-06-02,"PRK","ROK",2004-11-10,"Ongoing","Clash",4,"None"
2001-06-02,"PRK","ROK",2004-11-10,"Ongoing","Clash",4,"None"
2001-06-02,"PRK","ROK",2004-11-10,"Statlemate","Clash",4,"0-25"
2001-07-13,"PAK","IND",2003-11-22,"Ongoing","Clash",4,"None"
2001-07-13,"PAK","IND",2003-11-22,"Ongoing","Clash",4,"None"
2001-07-13,"PAK","IND",2003-11-22,"Yield B","Clash",4,"501-999"
2001-08-24,"TUR","IRN",2001-08-25,"Statlemate","Show of troops",3,"None"
2001-08-25,"TUR","IRQ",2003-07-05,"Ongoing","Raid",4,"None"
2001-08-25,"TUR","IRQ",2003-07-05,"Ongoing","Raid",4,"None"
2001-08-25,"TUR","IRQ",2003-07-05,"Statlemate","Raid",4,"0-25"
2001-08-30,"AUL","NOR",2001-08-30,"Statlemate","Seizure",4,"None"
2001-09-15,"USA","AFG",2001-12-22,"Win A","Begin Interstate War",5,"1,000+"
2001-09-15,"UKG","AFG",2001-12-22,"Statlemate","Begin Interstate War",5,"1,000+"
2001-09-15,"FRN","AFG",2001-12-22,"Win A","Raid",4,"1,000+"
2001-09-15,"RUS","AFG",2001-12-22,"Win A","Clash",4,"None"
2001-10-06,"UZB","AFG",2001-10-31,"Statlemate","Clash",4,"None"
2001-10-07,"CAN","AFG",2001-12-22,"Win A","Raid",4,"1,000+"
2001-10-07,"TUR","AFG",2001-12-22,"Win A","Raid",4,"None"
2001-10-07,"TAJ","AFG",2001-10-10,"Statlemate","Alert",3,"None"
2001-10-07,"PAK","AFG",2001-10-31,"Statlemate","Raid",4,"1,000+"
2001-10-07,"AUL","AFG",2001-12-22,"Win A","Raid",4,"1,000+"
2001-10-09,"NTH","AFG",2001-10-31,"Win A","Show of troops",3,"None"
2001-10-09,"SPN","AFG",2001-10-31,"Statlemate","Show of troops",3,"None"
2001-10-09,"POR","AFG",2001-10-31,"Statlemate","Show of troops",3,"None"
2001-10-09,"GMY","AFG",2001-10-31,"Statlemate","Show of troops",3,"None"
2001-10-09,"GRC","AFG",2001-10-31,"Statlemate","Show of troops",3,"None"
2001-10-24,"COL","NIC",2001-11-30,"Released","Seizure",4,"None"
2001-10-30,"UGA","SUD",2001-10-30,"Statlemate","Alert",3,"None"
2001-12-21,"CEN","CHA",2001-12-21,"Unclear","Show of troops",3,"None"
2001-12-22,"JPN","PRK",2001-12-22,"Statlemate","Clash",4,"0-25"
2001-12-27,"GRC","TUR",2003-05-13,"Ongoing","Border violation",3,"None"
2001-12-27,"GRC","TUR",2003-05-13,"Ongoing","Border violation",3,"None"
2001-12-27,"GRC","TUR",2003-05-13,"Statlemate","Border violation",3,"None"
2002-01-01,"PAK","AFG",2005-01-30,"Ongoing","Clash",4,"None"
2002-01-01,"PAK","AFG",2005-01-30,"Ongoing","Clash",4,"None"
2002-01-01,"PAK","AFG",2005-01-30,"Ongoing","Clash",4,"None"
2002-01-01,"PAK","AFG",2005-01-30,"Statlemate","Clash",4,"0-25"
2002-01-06,"ETH","SOM",2002-12-26,"Statlemate","Raid",4,"Missing (knon fatalities"
2002-01-11,"PAK","USA",2002-06-26,"Statlemate","Fortify border",3,"None"
2002-01-23,"ETH","KEN",2002-02-04,"Compromise","Occupation of territory",4,"None"
2002-01-25,"RWA","DRC",2002-06-19,"Statlemate","Raid",4,"Missing (knon fatalities"
2002-01-27,"SIE","LBR",2002-06-03,"Unclear","Seizure",4,"None"
2002-02-08,"MYA","THI",2002-10-27,"Statlemate","Clash",4,"None"
2002-03-07,"BNG","IND",2002-03-07,"Statlemate","Clash",4,"None"
2002-03-19,"SUD","ERI",2002-10-18,"Statlemate","Clash",4,"Missing (knon fatalities"
2002-04-02,"TUR","GRC",2002-04-02,"Statlemate","Show of planes",3,"None"
2002-04-15,"TAW","CHN",2002-11-03,"Statlemate","Show of Ships",3,"None"
2002-04-23,"SAU","ISR",2002-04-23,"Statlemate","Fortify border",3,"None"
2002-05-08,"CHN","JPN",2002-05-08,"Statlemate","Border violation",3,"None"
2002-06-08,"CHN","DRV",2002-06-13,"Statlemate","Show of Ships",3,"None"
2002-06-13,"CHN","ROK",2002-06-13,"Statlemate","Border violation",3,"None"
2002-07-01,"UGA","KEN",2002-07-01,"Statlemate","Raid",4,"0-25"
2002-07-11,"MOR","SPN",2002-07-18,"Win A","Occupation of territory",4,"None"
2002-07-16,"PHI","CHN",2002-07-19,"Unclear","Seizure",4,"None"
2002-07-24,"IND","BNG",2007-01-28,"Ongoing","Raid",4,"None"
2002-07-24,"IND","BNG",2007-01-28,"Ongoing","Raid",4,"None"
2002-07-24,"IND","BNG",2007-01-28,"Ongoing","Raid",4,"None"
2002-07-24,"IND","BNG",2007-01-28,"Ongoing","Raid",4,"None"
2002-07-24,"IND","BNG",2007-01-28,"Ongoing","Raid",4,"None"
2002-07-24,"IND","BNG",2007-01-28,"Statlemate","Raid",4,"0-25"
